http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5		1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		0.99	323.15		7.5		4340
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.07	338.15		7.5		4341
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.05	333.15		7.5		4342
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.14	338.15		7.5		4343
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.11	333.15		7.5		4344
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83TIL_1312	83TIL	polarimetry and HPLC	B	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.01	328.15		7.5		4345
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69GRE/RUD_840	69GRE/RUD	calorimetry	A	3.1.4.17	phosphodiesterase I	C00942 + C00001 = C00144	guanosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = GMP(aq)			298.15		7.3		4346
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85HEA/CHU_1549	85HEA/CHU	spectrophotometry	C	1.2.1.a	succinate-semialdehyde reductase	C00232 + C00005 = C00989 + C00006	4-oxobutanoate(aq) + NADP(red)(aq) = 4-hydroxybutanoate(aq) + NADP(ox)(aq)		3.7	298.15		7		4347
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65GHO/ROS2_1272	65GHO/ROS2	radioactivity	C	5.1.3.8	N-acylglucosamine 2-epimerase	C00140 = C00645	N-acetyl-D-glucosamine(aq) = N-acetyl-D-mannosamine(aq)		0.26	310.15		7.6		4348
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.238	298.15		7.51		4349
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.263	298.15		7.52		4350
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.282	298.15		7.52		4351
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.328	298.15		7.68		4352
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.291	298.15		7.64		4353
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.27	298.15		7.63		4354
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.225	298.15		7.52		4355
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.23	298.15		7.52		4356
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.337	298.15		7.68		4357
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.136	298.15		7.28		4358
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.134	298.15		7.28		4359
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.129	298.15		7.3		4360
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		4.36	298.15		8.78		4361
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		4.71	298.15		8.83		4362
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		5.91	298.15		8.82		4363
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.223	298.15		7.51		4364
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.268	298.15		7.56		4365
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.361	298.15		7.68		4366
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		5.32	298.15		8.82		4367
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.308	298.15		7.64		4368
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		5.76	298.15		8.71		4369
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		5.76	298.15		8.71		4370
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.251	298.15		7.63		4371
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.0758	298.15		7.03		4372
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.109	298.15		7.18		4373
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BUR/WIL_30	53BUR/WIL	spectrophotometry	A	1.1.1.1	alcohol dehydrogenase	C01845 + C00003 = C00207 + C00004	2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq)		0.33	298.15		7.68		4374
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67SOD/OSU_1241	67SOD/OSU	manometry and enzymatic assay	B	5.1.1.10	amino-acid racemase	C00123 = C01570	L-leucine(aq) = D-leucine(aq)		1	310.15		8.3		4375
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67SAK/YOR_470	67SAK/YOR	electrophoresis	C	2.4.2.2	pyrimidine-nucleoside phosphorylase	C00299 + C00009 = C00106 + C00620	uridine(aq) + orthophosphate(aq) = uracil(aq) + D-ribose 1-phosphate(aq)		0.44	310.15		7		4376
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67SAK/YOR_470	67SAK/YOR	electrophoresis	C	2.4.2.2	pyrimidine-nucleoside phosphorylase	C00299 + C00009 = C00106 + C00620	uridine(aq) + orthophosphate(aq) = uracil(aq) + D-ribose 1-phosphate(aq)		1	310.15		9		4377
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=86RAG/CAR_1600	86RAG/CAR	chromatography and radioactivity	B	2.4.2.28	5 '-methylthioadenosine phosphorylase	C00170 + C00009 = C00147 + C04188	5 '-methylthioadenosine(aq) + orthophosphate(aq) = adenine(aq) + 5-methylthio-D-ribose 1-phosphate(aq)		0.0139	310.15		7.4		4378
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=94NOE/COL_197	94NOE/COL	HPLC and spectrophotometry	B	1.1.1.67	mannitol dehydrogenase	C00392 + C00006 = C00095 + C00005	D-mannitol(aq) + NADP(aq) = D-fructose(aq) + NADPH(aq)		0.0917	310.15		7.5		4379
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ELD/DEG_602	89ELD/DEG	NMR	B	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.0406	295.15		8.2		4380
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ELD/DEG_602	89ELD/DEG	NMR	B	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.033	286.65		8.2		4381
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ELD/DEG_602	89ELD/DEG	NMR	B	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.0417	303.15		8.2		4382
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89ELD/DEG_602	89ELD/DEG	NMR	B	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.0453	308.15		8.2		4383
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0042	303.15		7.5		4384
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0043	303.15		8.1		4385
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0088	303.15		8.1	2.28	4386
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0086	303.15		9.2		4387
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0028	303.15		7		4388
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.015	303.15		9.2	2.28	4389
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0049	303.15		7	2.28	4390
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE/COO_719	56STE/COO	spectrophotometry	B	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0059	303.15		7.5	2.28	4391
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.26	310.15		8.5	3	4392
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.63	310.15		8.5	2	4393
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.2	310.15		8.5	3.22	4394
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.33	310.15		8.5	2.4	4395
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.17	310.15		8.5	3.4	4396
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72GUS/GAN_691	72GUS/GAN	enzymatic assay and spectrophotometry	B	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		0.13	310.15		8.5	3.7	4397
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=39COH_504	39COH		C	2.6.1.2	alanine transaminase	C00041 + C00026 = C00022 + C00025	L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq)		1	313.15		7.4		4398
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54HEL_1435	54HEL	enzymatic assay	C	6.2.1.1	acetate-CoA ligase	C00002 + C00163 + C00010 = C00020 + C00013 + C00100	ATP(aq) + propanoate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + propanonyl-CoA(aq)		1.15	311.15		8		4399
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54HEL_1433	54HEL	enzymatic assay	C	6.2.1.1	acetate-CoA ligase	C00002 + C00033 + C00010 = C00020 + C00013 + C00024	ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq)		0.86	311.15		8		4400
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54HEL_1433	54HEL	enzymatic assay	C	6.2.1.1	acetate-CoA ligase	C00002 + C00033 + C00010 = C00020 + C00013 + C00024	ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq)		0.86	311.15		8.5		4401
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54HEL_1433	54HEL	enzymatic assay	C	6.2.1.1	acetate-CoA ligase	C00002 + C00033 + C00010 = C00020 + C00013 + C00024	ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq)		0.86	311.15		7.5		4402
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=87OWU/TRE_1003	87OWU/TRE	calorimetry	B	3.5.1.5	urease	C00086 + 2 C00001 = 2 C00014 + C00288	urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq)			298.15		6.9		4403
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=87OWU/TRE_1003	87OWU/TRE	calorimetry	B	3.5.1.5	urease	C00086 + 2 C00001 = 2 C00014 + C00288	urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq)			298.15		7.9		4404
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=96OES/SCH_1412	96OES/SCH	enzymatic assay and spectrophotometry	B	5.4.2.8	phosphomannomutase	C00103 = C00092	-D-glucose 1-phosphate(aq) =-D-glucose 6-phosphate(aq)		1.4	298.15		7		4405
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83VIT/HUA_1692	83VIT/HUA	spectrophotometry	B	2.4.2.3	uridine phosphorylase	C00299 + C00009 = C00106 + C00620	uridine(aq) + orthophosphate(aq) = uracil(aq) + D-ribose 1-phosphate(aq)		0.58	303.15		7.56		4406
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60GEL/STU_1079	60GEL/STU	calorimetry	A	2.7.3.2&3.6.1.32	creatine kinase and myosin ATPase	C02305 + C00001 = C00300 + C00009	phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq)			298.15		8		4407
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.00215	278.05		7		4408
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.00307	288.45		7		4409
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.00511	300.55		7		4410
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0071	309.45		5.7		4411
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0091	309.45		7		4412
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.00673	309.45		7		4413
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0064	309.45		7.7		4414
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0067	309.45		7		4415
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0067	309.45		7		4416
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0098	309.45		7		4417
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68BAD/MIL_1211	68BAD/MIL	amino acid analysis, Conway diffusion, and UV absorption	A	4.3.1.1	aspartate ammonia-lyase	C00049 = C00122 + C00014	L-aspartate(aq) = fumarate(aq) + ammonia(aq)		0.0098	309.45		7		4418
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57REI_362	57REI	radioactivity	C	2.1.3.3	ornithine carbamoyltransferase	C00169 + C00077 = C00327 + C00009	carbamoyl phosphate(aq) + L-ornithine(aq) = L-citrulline(aq) + orthophosphate(aq)		100000	310.15		7.4		4419
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61VLA/KOM_827	61VLA/KOM	chromatography and radioactivity	B	3.1.3.3	phosphoserine phosphatase	C01005 + C00001 = C00065 + C00009	L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq)		673	308.15		7.05		4420
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61VLA/KOM_827	61VLA/KOM	chromatography and radioactivity	B	3.1.3.3	phosphoserine phosphatase	C01005 + C00001 = C00065 + C00009	L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq)		287	308.15		9.7		4421
