met_id,abbreviation,chargedFormula,charge
1935,CE1941,C7H17N2O2,1
1936,CE1937,C10H25N3O2,2
1937,CE2576,C9H16O3,0
1938,CE2577,C9H14O2,0
1939,CE4936,C25H37NO6S,-2
1940,CE5835,C29H50O3,0
1941,CE5837,C29H50O5,0
1942,CE5838,C29H50O4,0
1943,CE5839,C29H50O5,0
1944,CE5840,C29H50O4,0
1945,CE5655,C28H48O3,0
1946,CE5842,C29H50O3,0
1947,CE5843,C29H47O4,-1
1948,CE2196,C11H16NO2,1
1949,C05302,C19H26O3,0
1950,CE4898,C28H45O4,-1
1951,CE1925,C16H21O4,-1
1952,CE5853,C22H29O10,-1
1953,CE1926,C15H19O4,-1
1954,CE5854,C21H27O10,-1
1955,C05109,C30H52O,0
1956,CE4968,C7H12NO3,-1
1957,CE4970,C7H12NO3,-1
1958,CE4969,C6H10NO3,-1
1959,CE5860,C12H16N2O3,0
1960,CE2095,C16H22N2O9,0
1961,CE3086,C16H20NO9,-1
1962,CE3092,C26H36N5O14S,-1
1963,CE5829,C18H34N4O6,0
1964,CE5865,C9H18N2O4,0
1965,CE5866,C9H18N2O3,0
1966,CE5867,C20H32N5O9,-1
1967,CE5868,C9H12N2O7,-2
1968,CE5869,C11H22N3O3,1
1969,CE5016,C20H32O3,0
1970,CE5875,C27H37N7O19P3S,-5
1971,CE5068,C6H6O4,-2
1972,CE2102,C14H26N2O3S2,0
1973,C06948,C16ClH13N2O,0
1974,C07486,C15ClH11N2O,0
1975,CE3140,C17H22N2O7,0
1976,CE3087,C11H8N2,0
1977,C09209,C12H10N2,0
1978,C06453,C63CoH91N13O14P,-1
1979,CE4633,ClHO,0
1980,CE4881,ClNO2,0
1981,CE5536,C9H9NO3,0
1982,CE5541,C9H9NO3,-1
1983,CE5538,C8H7NO3,0
1984,CE5542,C8H7NO3,-1
1985,CE5546,C19H25N4O9S,-1
1986,CE5547,C18H23N4O9S,-1
1987,CE5544,C19H22N4O10S,-2
1988,CE5545,C18H23N4O8S,-1
1989,CE5665,C8H9NO2,0
1990,CE5643,NO3,-1
1991,CE6000,CNO5,-1
1992,CE6205, other than light, that activate the sympathetic nervous system or cause epinephrine to be secreted from the adrenal medulla (e.g.
1993,CE6252,C5H3N4O3,0
1994,CE2949,C10H5NO4,-2
1995,CE2947,C16H16NO9,-1
1996,CE5982,C13H17N2O3,0
1997,C01041,C6H6O6,-1
1998,CE2615,C11H11N5O,0
1999,CE2616,C17H18N5O7,-1
2000,CE5166,C48H76N7O20P3S,-4
2001,CE4872,C27H46O4,0
2002,CE5530,C27H46O3,0
2003,CE1274,C27H46O5,0
2004,C01290, migration and angiogenesis. Dysfunctions in these pathways can affect several diseases of the cardiovascular system, cancer and inflammatory states
2005,CE7047,C28H47O2,0
2006,CE5986,C28H47NO4,0
2007,C01747,C24H48NO7,1
2008,C02744,C24H47NO10S,0
2009,C03405,X,0
2010,CE2119,C13H16N2O3,0
2011,CE5125,C40H68N7O17P3S,-4
2012,CE5126,C40H68N7O17P3S,-4
2013,C05284,C19H26O3,0
2014,CE3075,C6H13O9P,-2
2015,alltn,C4H6N4O3,0
2016,alltt,C4H7N4O4,-1
2018,CE6423,C22H30O4,-1
2019,CE6426,C22H30O4,-1
2020,CE6429,C22H30O4,-1
2021,CE6435,C22H30O4,-1
2022,CE6432,C22H30O4,-1
2023,CE6438,C22H30O4,-1
2024,CE6420,C22H30O4,-1
2025,CE6444,C22H31O6,-1
2026,CE6445,C22H31O6,-1
2027,CE6447,C22H31O6,-1
2028,CE6446,C22H31O6,-1
2029,CE6448,C22H31O6,-1
2030,CE6449,C22H31O6,-1
2031,CE6451,C22H31O6,-1
2032,CE6450,C22H31O6,-1
2033,CE6453,C22H31O5,-1
2034,CE6452,C22H31O5,-1
2035,CE6454,C22H31O5,-1
2036,CE6455,C22H31O5,-1
2037,CE6456,C22H31O5,-1
2038,CE6457,C22H31O5,-1
2039,CE6458,C22H31O5,-1
2040,CE6459,C22H31O5,-1
2041,CE6460,C22H31O5,-1
2042,CE6461,C22H31O5,-1
2043,CE6462,C22H31O5,-1
2044,CE6463,C22H31O5,-1
2045,CE6464,C22H31O5,-1
2046,CE6465,C22H31O5,-1
2047,CE6467,C22H31O5,-1
2048,CE6466,C22H31O5,-1
2049,CE0074,C4N2O4,-2
2050,CE7122,C29H43O2,0
2051,C02147,C8H15O2S2,-1
2052,CE2592,C37H60N7O18P3S,-4
2053,CE0853,C37H58N7O18P3S,-4
2054,CE1102,C35H56N7O18P3S,-4
2055,CE0782,C35H54N7O18P3S,-4
2056,CE2597,C33H52N7O18P3S,-4
2057,CE0692,C33H50N7O18P3S,-4
2058,C03372,C4H4O7PR,-2
2059,CE2591,C37H58N7O17P3S,-4
2060,CE0784,C35H56N7O17P3S,-4
2061,CE2594,C35H54N7O17P3S,-4
2062,CE2596,C33H50N7O17P3S,-4
2063,CE0695,C33H52N7O17P3S,-4
2064,CE0955,C20H33O6,-1
2065,CE2206,C27H42O4,0
2066,CE2207,C27H42O5,0
2067,C03968,C3H6O6PR,-2
2068,CE4795,C41H60N7O17P3S,-4
2069,CE5114,C41H62N7O17P3S,-4
2070,CE4791,C41H64N7O18P3S,-4
2071,CE4793,C41H62N7O18P3S,-4
2072,CE2439,C39H58N7O18P3S,-4
2073,CE2440,C37H56N7O17P3S,-4
2074,CE2437,C39H58N7O17P3S,-4
2075,CE2438,C39H60N7O18P3S,-4
2076,CE2442,C37H56N7O17P3S,-4
2077,CE2441,C37H54N7O17P3S,-4
2078,CE5115,C41H60N7O17P3S,-4
2079,CE5116,C41H62N7O17P3S,-4
2080,CE5117,C35H52N7O17P3S,-4
2081,CE5118,C35H52N7O17P3S,-4
2082,CE5119,C35H54N7O17P3S,-4
2083,CE5120,C35H54N7O17P3S,-4
2084,CE4790,C35H56N7O18P3S,-4
2085,CE4792,C35H54N7O18P3S,-4
2086,CE4794,C33H52N7O17P3S,-4
2087,CE2053,C20H29O5,-1
2088,CE2056,C20H31O6,-1
2089,CE3554,C20H31O7,-1
2090,CE5138,C20H29O5,-1
2091,CE5139,C20H29O6,-1
2092,CE5140,C20H29O7,-1
2093,CE5141,C20H27O5,-1
2094,CE5525,C20H26O6,-2
2095,CE2567,C20H29O4,-1
2096,CE7172,C20H31O4,-1
2097,C06315,C20H31O5,-1
2098,C01264,C5H8O7PR,-2
2099,C06314,C20H31O5,-1
2100,C03820,C5H9O4R,0
2101,C05769,C36H34N4O8,-4
2102,C05770,C36H34N4O8,-4
2103,C02469,C40H30N4O16,-8
2104,CE5122,C41H70N7O17P3S,-4
2105,CE5123,C41H70N7O18P3S,-4
2107,CE2414,C20H39O2,-1
2108,CE2038,C40H66N7O17P3S,-4
2109,CE5934,C40H68N7O18P3S,-4
2110,C07297,C40H66N7O18P3S,-4
2111,CE5935,C35H58N7O17P3S,-4
2112,CE5936,C35H58N7O17P3S,-4
2113,CE5938,C37H60N7O17P3S,-4
2114,CE5940,C37H62N7O18P3S,-4
2115,CE5939,C37H60N7O18P3S,-4
2116,CE5941,C35H56N7O17P3S,-4
2117,CE5942,C35H56N7O18P3S,-4
2118,CE4805,C32H52N7O17P3S,-4
2119,CE5943,C35H58N7O18P3S,-4
2120,CE4812,C41H60N7O17P3S,-4
2121,CE2209,C19H32O2,0
2122,CE4811,C41H60N7O18P3S,-4
2123,C04295,C19H30O2,0
2124,CE4810,C41H62N7O18P3S,-4
2125,CE4821,C43H62N7O17P3S,-4
2126,CE4819,C43H62N7O18P3S,-4
2127,CE4817,C43H64N7O18P3S,-4
2128,CE4816,C45H66N7O17P3S,-4
2129,CE4824,C45H68N7O17P3S,-4
2130,CE4820,C45H66N7O18P3S,-4
2131,CE4818,C45H68N7O18P3S,-4
2132,CE2313,C29H48O,0
2133,CE2314,C29H50O,0
2134,CE4826,C45H64N7O18P3S,-4
2135,CE4827,C43H62N7O17P3S,-4
2136,CE4828,C45H64N7O17P3S,-4
2137,CE4825,C45H66N7O18P3S,-4
2138,CE6027,C23H34O3,0
2139,CE4830,C45H68N7O17P3S,-4
2140,CE4837,C45H70N7O17P3S,-4
2141,CE4833,C43H64N7O18P3S,-4
2142,CE4831,C43H66N7O18P3S,-4
2143,CE4835,C43H64N7O17P3S,-4
2144,CE4834,C45H68N7O18P3S,-4
2145,CE4849,C45H70N7O18P3S,-4
2146,CE4832,C45H68N7O18P3S,-4
2147,CE4838,C45H66N7O17P3S,-4
2148,CE4841,C41H64N7O18P3S,-4
2149,CE4840,C41H66N7O18P3S,-4
2150,CE4842,C41H64N7O17P3S,-4
2151,CE4843,C41H66N7O17P3S,-4
2152,CE4845,C43H66N7O18P3S,-4
2153,CE4844,C43H68N7O18P3S,-4
2154,CE4846,C43H66N7O17P3S,-4
2155,CE4847,C43H68N7O17P3S,-4
2156,CE4852,C43H64N7O17P3S,-4
2157,CE4854,C43H66N7O17P3S,-4
2158,CE4850,C43H64N7O18P3S,-4
2159,CE4848,C43H66N7O18P3S,-4
2160,CE4853,C45H68N7O17P3S,-4
2161,CE4855,C45H70N7O17P3S,-4
2162,CE4851,C45H68N7O18P3S,-4
2163,CE4801,C32H52N7O18P3S,-4
2164,CE4803,C32H50N7O18P3S,-4
2165,CE4800,C30H48N7O18P3S,-4
2166,CE4796,C30H46N7O18P3S,-4
2167,CE4802,C27H42N7O18P3S,-4
2168,CE4804,C27H40N7O18P3S,-4
2169,CE5049,CH2,0
2170,CE4806,C32H50N7O17P3S,-4
2171,CE4798,C30H48N7O17P3S,-4
2172,CE4799,C30H46N7O17P3S,-4
2173,CE4808,C27H42N7O17P3S,-4
2174,CE4807,C27H40N7O17P3S,-4
2175,CE4797,C30H48N7O17P3S,-4
2176,CE1562,C9H4NO4,-1
2177,CE6031,C19H29O5S,-1
2178,CE5144,C41H66N7O18P3S,-4
2179,CE5151,C41H68N7O17P3S,-4
2180,CE5152,C43H70N7O18P3S,-4
2181,CE5155,C43H72N7O17P3S,-4
2182,CE5156,C45H74N7O18P3S,-4
2183,CE5148,C41H68N7O18P3S,-4
2184,CE5150,C41H66N7O17P3S,-4
2185,CE5153,C43H72N7O18P3S,-4
2186,CE5154,C43H70N7O17P3S,-4
2187,C06199,C10H16NO,1
2188,CE6316,C10H14NO2,1
2189,CE5157,C45H76N7O18P3S,-4
2190,CE5158,C45H74N7O17P3S,-4
2191,CE2510,C20H37O2,0
2192,doco13ac,C22H41O2,-1
2193,CE5160,C39H62N7O18P3S,-4
2194,CE5161,C39H64N7O18P3S,-4
2195,CE5162,C39H62N7O17P3S,-4
2196,CE5168,C48H76N7O21P3S,-4
2197,CE5169,C48H74N7O21P3S,-4
2198,CE4874,C27H48O5,0
2199,C14826,C18H31O3,-1
2200,CE2049,C18H33O4,-1
2201,C14825,C18H31O3,-1
2202,CE2047,C18H33O4,-1
2203,CE2305,C24H40O10,-2
2204,CE2303,C24H40O10,-2
2205,CE6317,C10H12NO2,1
2206,CE2306,C24H40O10,-2
2207,CE2304,C24H40O10,-2
2208,12dgr120,C27H52O5,0
2209,C14768,C20H31O3,-1
2210,C14770,C20H31O3,-1
2211,C14769,C20H31O3,-1
2212,C14771,C20H31O3,-1
2213,CE7101,C28H48O3,0
2214,CE6219,C28H48O3,0
2215,CE2445,C20H31O4,0
2216,CE5178,C20H29O4,-1
2217,CE2446,C20H31O4,-1
2218,CE5349,C20H29O4,-1
2219,CE5343,C20H31O4,-1
2220,CE5352,C20H33O4,-1
2221,CE5179,C20H31O4,-1
2222,CE5348,C41H62N7O19P3S,-4
2223,CE5347,C41H60N7O19P3S,-4
2224,CE5345,C41H60N7O20P3S,-4
2225,CE5346,C39H58N7O19P3S,-4
2226,CE5344,C41H62N7O20P3S,-4
2227,CE5307,C18H27O4,-1
2228,CE5329,C41H62N7O20P3S,-4
2229,CE5331,C41H60N7O20P3S,-4
2230,CE5342,C41H62N7O19P3S,-4
2231,CE5341,C41H60N7O19P3S,-4
2232,CE5337,C39H58N7O19P3S,-4
2233,CE5319,C18H27O4,-1
2234,C11821,C5H4N4O4,0
2235,CE7144,C29H44O3,0
2236,CE7145,C29H41O4,-1
2237,CE5956,C20H33O7P2,-3
2238,CE5316,C16H25O3,-1
2239,CE5309,C16H25O4,-1
2240,CE5313,C14H23O3,-1
2241,CE5314,C16H23O3,-1
2242,CE5315,C16H25O3,-1
2243,CE5306,C16H27O4,-1
2244,CE5308,C14H23O4,-1
2245,CE5310,C12H21O3,-1
2246,CE5311,C14H21O3,-1
2247,CE5312,C14H23O3,-1
2248,CE5305,C14H25O4,-1
2249,CE5321,C16H25O4,-1
2250,CE5325,C14H23O3,-1
2251,CE5323,C14H21O3,-1
2252,CE5328,C16H25O3,-1
2253,CE5326,C16H23O3,-1
2254,CE5327,C16H25O3,-1
2255,CE5318,C16H27O4,-1
2256,CE5320,C14H23O4,-1
2257,CE5322,C12H21O3,-1
2258,CE5324,C14H23O3,-1
2259,CE5317,C14H25O4,-1
2260,CE5527,C18H30O3,-1
2261,CE5922,C18H31O5,-1
2262,CE5528,C18H30O4,-1
2263,CE2061,C10H16O2,0
2264,CE5921,C8H15O2,0
2265,CE6415,C18H31O4,-1
2266,CE6502,C18H31O4,-1
2267,C04717,C18H30O4,-1
2268,C01601,C9H17O2,-1
2269,CE6504,C18H31O6,-1
2270,CE2006,C9H16O2,0
2271,CE6506,C9H16O2,0
2272,CE5526,C18H30O3,-1
2273,CE5898,C5H11,0
2274,CE5920,C13H19O3,-1
2275,C08261,C9H12O4,-2
2276,CE4876,C20H29O4,-1
2277,CE5304,C20H29O4,0
2278,CE5944,C20H31O4,-1
2279,CE4987,C20H33O4,-1
2280,CE4988,C20H33O4,-1
2281,CE4989,C20H33O5,-1
2282,CE5945,C20H33O6,-1
2283,CE5946,C20H33O7,-1
2284,CE5947,C20H30O6,-2
2285,CE7074,C28H42O3,0
2286,CE7072,C28H39O4,-1
2287,CE5966,C41H62N7O20P3S,-4
2288,CE5967,C39H60N7O19P3S,-4
2289,CE5968,C18H29O4,-1
2290,CE5969,C41H64N7O19P3S,-4
2291,CE5970,C41H62N7O19P3S,-4
2292,CE5971,C41H64N7O20P3S,-4
2293,CE5535,C20H30O4,-1
2294,CE5534,C20H31O6,-1
2295,CE5828,C20H33O5,-1
2296,CE5925,C20H30O4,-1
2297,CE5926,C20H31O6,-1
2298,CE5929,C20H33O5,-1
2299,CE5928,C20H30O4,-1
2300,CE5930,C20H31O6,-1
2301,CE5931,C20H33O5,-1
2302,CE5537,C20H30O4,-1
2303,CE5533,C20H31O6,-1
2304,CE5924,C20H33O5,-1
2305,CE7097,C20H29O4,-1
2306,C04805,C20H31O3,-1
2307,CE5815,C20H31O4,-1
2308,CE7096,C20H31O4,-1
2309,CE2084,C20H29O3,-1
2310,h2,H2,0
2311,CE1447,C20H31O6,-1
2312,CE6508,C20H29O4,-1
2313,CE7079,C20H27O3,-1
2314,CE7091,C20H29O4,-1
2315,CE7082,C20H29O3,0
2316,CE7083,C20H29O4,-1
2317,CE7084,C20H29O4,-1
2318,CE7085,C20H29O3,-1
2319,CE7086,C30H43N3O9S,-2
2320,CE7087,C25H37N2O6S,-1
2321,CE7088,C20H29O5,-1
2322,CE7081,C20H29O3,-1
2323,CE7109,C20H27O4,-1
2324,CE7110,C20H27O4,-1
2325,CE7114,C20H29O5,-1
2326,CE7113,C20H29O5,-1
2327,CE7112,C20H29O5,-1
2328,CE7111,C20H27O3,-1
2329,CE7090,C20H29O3,-1
2330,CE7115,C20H29O5,-1
2331,CE0347,C20H31O3,-1
2332,CE6247,C20H31O5,-1
2333,C08276,C4H7O2S,-1
2334,ch4s,CH4S,0
2335,acryl,C3H3O2,-1
2336,C04849,C20H31O4,-1
2337,CE6248,C20H31O5,-1
2338,C04843,C20H33O5,-1
2339,CE6250,C30H47N3O10S,-2
2340,CE6251,C20H31O4,-1
2341,CE6240,C20H31O4,-1
2342,CE6241,C30H47N3O10S,-2
2343,CE6242,C30H45N3O10S,-2
2344,CE6243,C30H45N3O10S,-2
2345,CE6245,C30H47N3O10S,-2
2346,CE6244,C30H49N3O10S,-2
2347,C03577,C23H36NO6S,-1
2348,CE5994,C23H34NO6S,-1
2349,CE5995,C23H33NO7S,-2
2350,CE6235,C30H45N3O10S,-2
2351,C11304,C30H47N3O10S,-2
2352,CE6183,C41H57N7O22P3S,-5
2353,CE6184,C39H55N7O21P3S,-5
2354,CE6185,C18H24O6,-2
2355,CE6182,C41H59N7O21P3S,-5
2356,CE6186,C41H57N7O21P3S,-5
2357,CE6187,C41H59N7O22P3S,-5
2358,CE6230,C20H33O4,-1
2359,CE2537,C20H33O3,0
2360,CE2516,C20H33O2,-1
2361,CE6232,C20H33O6,-1
2362,CE6189,C44H62N8O23P3S2,-5
2363,CE6192,C44H64N8O23P3S2,-5
2364,CE6198,C42H60N8O23P3S2,-5
2365,CE6226,C42H62N8O23P3S2,-5
2366,CE6188,C42H60N8O22P3S2,-5
2367,CE6193,C21H29NO7S,-2
2368,CE6190,C44H64N8O22P3S2,-5
2369,CE6191,C44H62N8O22P3S2,-5
2370,CE6204,C42H58N8O22P3S2,-5
2371,CE6227,C42H60N8O22P3S2,-5
2372,CE6225,C42H60N8O22P3S2,-5
2373,CE6228,C40H56N8O22P3S2,-5
2374,CE6229,C19H25NO7S,-2
2375,CE6234,C20H33O5,-1
2376,CE5976,C20H28O6,-2
2377,dec24dicoa,C31H46N7O17P3S,-4
2378,dece3coa,C31H48N7O17P3S,-4
2379,CE2089,C9H12N3O4S,-1
2380,CE2088,C11H13N3O5S,-2
2381,CE7220,C16H21N5O8S,-2
2382,CE7218,C9H10N2O5S,-2
2383,C05767,C40H30N4O16,-8
2384,C05708,C5H11NO3Se,0
2385,C07535,C20H12,0
2386,CN0012,C20H12O,0
2387,CN0009,C20H14O2,0
2388,C14851,C20H12O,0
2389,CN0010,C20H12O2,0
2390,C14849,C20H12O,0
2391,CN0011,C20H12O2,0
2392,CN0020,C20H16,0
2393,CN0021,C20H16O,0
2394,CN0022,C20H18O2,0
2395,CN0023,C20H18O3,0
2396,CN0016,C24H14,0
2397,CN0017,C24H14O,0
2398,CN0018,C24H16O2,0
2399,CN0019,X,0
2400,adpac,C6H8O4,-2
2401,adpcoa,C27H39N7O19P3S,-5
2402,c6dc,C13H22NO6,-1
2403,3bcrn,C11H21NO5,0
2404,c10crn,C17H33NO4,0
2405,c101coa,C31H48N7O17P3S,-4
2406,c101crn,C17H31NO4,0
2407,decdicoa,C31H46N7O17P3S,-4
2408,decdicrn,C17H29NO4,0
2409,c10dc,C17H30NO6,-1
2410,sebcoa,C31H47N7O19P3S,-5
2411,3deccrn,C17H33NO5,0
2412,ddeccrn,C19H37NO4,0
2413,ddece1crn,C19H35NO4,0
2414,c12dccoa,C33H51N7O19P3S,-5
2415,dodecanac,C12H20O4,-2
2416,c12dc,C19H34NO6,-1
2417,3ddcrn,C19H37NO5,0
2418,3tetd7ecoa,C35H56N7O18P3S,-4
2419,tetdece1coa,C35H56N7O17P3S,-4
2420,tetdece1crn,C21H39NO4,0
2421,3tetd7ecoacrn,C21H39NO5,0
2422,3ttetddcoa,C35H54N7O18P3S,-4
2423,tetdec2coa,C35H54N7O17P3S,-4
2424,tetdec2crn,C21H37NO4,0
2425,3ttetddcoacrn,C21H37NO5,0
2426,3tdcrn,C21H41NO5,0
2427,3hdeccoa,C37H60N7O18P3S,-4
2428,3hdececrn,C23H43NO5,0
2429,3thexddcoa,C37H58N7O18P3S,-4
2430,3thexddcoacrn,C23H41NO5,0
2431,hexdicoa,C37H59N7O19P3S,-5
2432,c16dc,C23H42NO6,-1
2433,3hexdcoa,C37H62N7O18P3S,-4
2434,3hexdcrn,C23H45NO5,0
2435,3octdece1coa,C39H64N7O18P3S,-4
2436,3octdece1crn,C25H47NO5,0
2437,3ocddcoa,C39H62N7O18P3S,-4
2438,3octdec2crn,C25H45NO5,0
2439,3hodcoa,C39H66N7O18P3S,-4
2440,3octdeccrn,C25H49NO5,0
2441,c3dc,C10H16NO6,-1
2442,c4crn,C11H21NO4,0
2443,c4dc,C11H18NO6,-1
2444,ivcrn,C12H23NO4,0
2445,c51crn,C12H21NO4,0
2446,c5dc,C12H21NO6,0
2447,hxcoa,C27H42N7O17P3S,-4
2448,c6crn,C13H25NO4,0
2449,c81coa,C29H44N7O17P3S,-4
2450,c81crn,C15H27NO4,0
2451,sbcoa,C29H43N7O19P3S,-5
2452,c8dc,C15H26NO6,-1
2453,dca,C10H19O2,-1
2454,doco13ecoa,C43H72N7O17P3S,-4
2455,docosdiac,C22H40O4,-2
2456,3ivcrn,C12H23NO5,0
2457,dece4coa,C31H48N7O17P3S,-4
2458,dec47dicoa,C31H46N7O17P3S,-4
2459,dectricoa,C31H44N7O17P3S,-4
2460,2decdicoa,C31H46N7O17P3S,-4
2461,octe5coa,C29H44N7O17P3S,-4
2462,3decdicoa,C31H46N7O17P3S,-4
2463,tmuncoa,C35H58N7O17P3S,-4
2464,undcoa,C32H52N7O17P3S,-4
2465,noncoa,C30H48N7O17P3S,-4
2466,dd5ecoa,C33H52N7O17P3S,-4
2467,2ddecdicoa,C33H50N7O17P3S,-4
2468,3ddecdicoa,C33H50N7O17P3S,-4
2469,2dodtricoa,C33H48N7O17P3S,-4
2470,3dodtricoa,C33H48N7O17P3S,-4
2471,tmtrdcoa,C37H62N7O17P3S,-4
2472,tridcoa,C34H56N7O17P3S,-4
2473,tetd7ecoa,C35H56N7O17P3S,-4
2474,tetde5coa,C35H56N7O17P3S,-4
2475,tetdecdicoa,C35H54N7O17P3S,-4
2476,ttetddcoa,C35H54N7O17P3S,-4
2477,5tedtricoa,C35H52N7O17P3S,-4
2478,c14dccoa,C35H55N7O19P3S,-5
2479,hexde7coa,C37H60N7O17P3S,-4
2480,hexddcoa,C37H58N7O17P3S,-4
2481,thexddcoa,C37H58N7O17P3S,-4
2482,2hexdtricoa,C37H56N7O17P3S,-4
2483,hexdtrcoa,C37H56N7O17P3S,-4
2484,4hexdtricoa,C37H56N7O17P3S,-4
2485,hexdectecoa,C37H54N7O17P3S,-4
2486,3hexdtricoa,C37H56N7O17P3S,-4
2487,2hexdtetcoa,C37H54N7O17P3S,-4
2488,4hexdtetcoa,C37H54N7O17P3S,-4
2489,hexdpencoa,C37H52N7O17P3S,-4
2490,3hexdtetcoa,C37H54N7O17P3S,-4
2491,hexdiac,C16H28O4,-2
2492,octd11ecoa,C39H64N7O17P3S,-4
2493,ocde9ecoa,C39H64N7O17P3S,-4
2494,octdececoa,C39H64N7O17P3S,-4
2495,2octdectecoa,C39H58N7O17P3S,-4
2496,3octdectecoa,C39H58N7O17P3S,-4
2497,2octpencoa,C39H56N7O17P3S,-4
2498,3octpencoa,C39H56N7O17P3S,-4
2499,ei11ecoa,C41H68N7O17P3S,-4
2500,eitetcoa,C41H62N7O17P3S,-4
2501,eipencoa,C41H60N7O17P3S,-4
2502,5eipencoa,C41H60N7O17P3S,-4
2503,2docopencoa,C43H64N7O17P3S,-4
2504,docohexcoa,C43H62N7O17P3S,-4
2505,3docopencoa,C43H64N7O17P3S,-4
2506,2docohexecoa,C43H62N7O17P3S,-4
2507,docohepcoa,C43H60N7O17P3S,-4
2508,docosahexcoa,C43H62N7O17P3S,-4
2509,omhdocosac,C22H42O3,-1
2510,pentcoa,C26H40N7O17P3S,-4
2511,3ivcoa,C26H40N7O18P3S,-4
2512,hx2coa,C27H40N7O17P3S,-4
2513,hexe3coa,C27H40N7O17P3S,-4
2514,hepcoa,C28H44N7O17P3S,-4
2515,dmhepcoa,C30H48N7O17P3S,-4
2516,omhdecacid,C10H19O3,-1
2517,sebacid,C10H16O4,-2
2518,tdec4ecoa,C31H48N7O17P3S,-4
2519,ctdecdcoa,C31H46N7O17P3S,-4
2520,tddedi2coa,C33H50N7O17P3S,-4
2521,tddedicoa,C33H50N7O17P3S,-4
2522,ocdececrn,C25H47NO4,0
2523,octdececrn,C25H47NO4,0
2524,subeac,C8H12O4,-2
2525,alaala,C6H12N2O3,0
2526,bglc,C1200000H2200000O1100000,0
2527,glgchlo,C1200026H2200043NO1100006,0
2528,gltcho,C1200026H2200045NO1100007S,0
2529,gltdechol,C1200026H2200044NO1100006S,-1
2530,glygly,C4H8N2O3,0
2531,glyleu,C8H16N2O3,0
2532,glyphe,C11H14N2O3,0
2533,glypro,C7H12N2O3,0
2534,glysar,C5H10N2O3,0
2535,gum,C2760000H5060000O2530000,0
2536,gumdchac,C2760024H5060039O2530004,-1
2537,gumgchol,C2760026H5060043NO2530006,0
2538,gumtchol,C2760026H5060045NO2530007S,0
2539,leugly,C8H16N2O3,0
2540,leuleu,C12H24N2O3,0
2541,pect,C2535H3509O2535,-1
2542,pectindchac,C2559H3549O2539,-1
2543,pectingchol,C2561H3553NO2541,0
2544,pectintchol,C2561H3555NO2542S,0
2545,progly,C7H12N2O3,0
2546,psyl,C9642006H15428700O8667414,0
2547,psylchol,C9642032H15428743NO8667420,0
2548,psyltchol,C9642032H15428745NO8667421S,0
2549,psyltdechol,C9642032H15428744NO8667420S,-1
2550,oh1,HO,-1
2551,slfcys,C3H8NO5S2,-1
2552,HC01335,C40H45N11O19,-6
2553,m_em_3gacpail,C61H116N4O43P4FULLRCO2FULLR2CO2,0
2554,m_em_3gacpail_hs,C61H116N4O43P4FULLRCO2FULLR2CO2,0
2555,m_em_3gacpail_prot_hs,C61H116N4O43P4FULLRCO2FULLR2CO2X,0
2556,15kprostgf2,C20H31O5,-1
2557,adpoh,C6H8O5,-2
2558,phlac,C9H9O3,-1
2559,and19one,C19H26O3,0
2560,ttdceacoa,C35H56N7O17P3S,-4
2561,21hprgnlone,C21H32O3,0
2562,3mhis,C7H11N3O2,0
2563,hmcr,C7H15N3O3,0
2564,phacgly,C10H10NO3,-1
2565,pcholmyr_hs,C22H47NO7P,0
2566,pcholole_hs,C26H53NO7P,0
2567,peole_hs,C23H46NO7P,0
2568,pcholpalme_hs,C24H49NO7P,0
2569,pcholpalm_hs,C24H51NO7P,0
2570,pepalm_hs,C21H44NO7P,0
2571,pailpalm_hs,C25H48O12P,-1
2572,pcholste_hs,C26H55NO7P,0
2573,peste_hs,C23H48NO7P,0
2574,pailste_hs,C27H52O12P,-1
2575,pchol2linl_hs,C26H51NO7P,0
2576,pe2linl_hs,C23H44NO7P,0
2577,pchol2ole_hs,C26H53NO7P,0
2578,pchol2palm_hs,C24H51NO7P,0
2579,pchol2ste_hs,C26H55NO7P,0
2580,xolest183_hs,C45H74O2,0
2581,xolest182_hs,C45H76O2,0
2582,xolest181_hs,C45H78O2,0
2583,xolest205_hs,C47H74O2,0
2584,xolest204_hs,C47H76O2,0
2585,xolest226_hs,C49H76O2,0
2586,pcholn15_hs,C23H49NO7P,0
2587,pcholar_hs,C28H51NO7P,0
2588,pcholn183_hs,C26H49NO7P,0
2589,pcholn1836_hs,C26H49NO7P,0
2590,pcholn19_hs,C27H57NO7P,0
2591,pcholn201_hs,C28H57NO7P,0
2592,pcholn204_hs,C28H51NO7P,0
2593,pcholn205_hs,C28H49NO7P,0
2594,pcholn224_hs,C30H55NO7P,0
2595,pcholn225_hs,C30H53NO7P,0
2596,pcholn2254_hs,C30H53NO7P,0
2597,pcholn226_hs,C30H51NO7P,0
2598,pear_hs,C25H44NO7P,0
2599,pe203_hs,C25H46NO7P,0
2600,pe226_hs,C27H46NO7P,0
2601,pe224_hs,C27H48NO7P,0
2602,pedh203_hs,C25H46NO7P,0
2603,pe12_hs,C17H36NO7P,0
2604,pe14_hs,C19H40NO7P,0
2605,pe161_hs,C21H42NO7P,0
2606,pe13_hs,C18H38NO7P,0
2607,pe15_hs,C20H42NO7P,0
2608,pe17_hs,C22H46NO7P,0
2609,pcholn203_hs,C28H53NO7P,0
