MicrobeID	Histidine degradation (histidine -> glutamate)	THF production (histidine -> tetrahydrofolate)	Glutamate production (glutamate -> acetate + pyruvate)	Putrescine_1	Putrescine_2	Putrescine_3	Spermidine/ Spermine production (methionine -> spermidine)	Cadaverine production (lysine -> cadaverine)	Cresol production (tyrosine -> cresol)	Indole production (tryptophan -> indole)	Phenol production (tyrosine -> phenol)	H2S_1	H2S_2	H2S_3	H2S_4	H2S_5
Intrasporangium_calvum_DSM_43043	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Isoptericola_variabilis_225	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Isosphaera_pallida_ATCC_43644	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kangiella_koreensis_DSM_16069	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Ketogulonicigenium_vulgare_WSH_001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kitasatospora_setae_KM_6054	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Klebsiella_pneumoniae_1084	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_CG43	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_HS11286	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Klebsiella_pneumoniae_JM45	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_MGH_78578	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Klebsiella_pneumoniae	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1
Klebsiella_variicola_At_22	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Kosmotoga_olearia_TBF_19_5_1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Kribbella_flavida_DSM_17836	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Krokinobacter_4H_3_7_5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Lacinutrix_5H_3_7_4	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Lactococcus_lactis_subs_cremoris_A76	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lactococcus_lactis_subs_cremoris_MG1363	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lactococcus_lactis_subs_cremoris_SK11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Leadbetterella_byssophila_DSM_17132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella_longbeachae_NSW150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_2300_99_Alcoy	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_ATCC_43290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Corby	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Lens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Lorraine	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Paris	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Philadelphia_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila_subs_Thunder_Bay	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Legionella_pneumophila	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Leisingera_methylohalidivorans_DSM_14336	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
Leptolyngbya_PCC_7376	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Leptospira_biflexa_subs_serovar_Patoc_Patoc_1_Paris	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Leptospirillum_ferriphilum_ML_04	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Leptospirillum_ferrooxidans_C2_3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Leptothrix_cholodnii_SP_6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Listeria_welshimeri_subs_serovar_6b_SLCC5334	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Listonella_anguillarum_M3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Macrococcus_caseolyticus_JCSC5402	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Magnetospirillum_gryphiswaldense_MSR_1_v2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Magnetospirillum_magneticum_AMB_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Maricaulis_maris_MCS10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Marinithermus_hydrothermalis_DSM_14884	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Marinitoga_piezophila_KA3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Marinobacter_adhaerens_HP15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Marinobacter_aquaeolei_VT8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Marinobacter_hydrocarbonoclasticus_ATCC_49840	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Marinomonas_mediterranea_MMB_1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Marinomonas_posidonica_IVIA_Po_181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Marivirga_tractuosa_DSM_4126	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Meiothermus_ruber_DSM_1279	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Melioribacter_roseus_P3M	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mesorhizobium_opportunistum_WSM2075	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mesotoga_prima_MesG1_Ag_4_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Methanobacterium_AL_21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Methanobacterium_SWAN_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Methanocaldococcus_jannaschii_DSM_2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methanocella_conradii_HZ254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Methanococcus_maripaludis_C5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methanococcus_maripaludis_C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methanococcus_maripaludis_C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methanococcus_maripaludis_S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methanoculleus_bourgensis_MS2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanoculleus_marisnigri_JR1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Methanoplanus_petrolearius_DSM_11571	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methanoregula_boonei_6A8	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
Methanoregula_formicicum_SMSP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanosaeta_concilii_GP6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanosaeta_thermophila_PT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanosphaerula_palustris_E1_9c	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Methanospirillum_hungatei_JF_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methylacidiphilum_infernorum_V4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methylobacillus_flagellatus_KT	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methylobacterium_extorquens_AM1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
Methylobacterium_extorquens_DM4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Methylococcus_capsulatus_Bath	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Methylomicrobium_alcaliphilum	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Methylomonas_methanica_MC09	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methylophaga_JAM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Methylophaga_JAM7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Methylotenera_301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methylotenera_mobilis_JLW8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methylovorus_glucosetrophus_SIP3_4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Microlunatus_phosphovorus_NM_1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Modestobacter_marinus	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Moraxella_catarrhalis_BBH18	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Muricauda_ruestringensis_DSM_13258	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Mycobacterium_abscessus	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1
Mycobacterium_africanum_GM041182	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycobacterium_bovis_BCG_Pasteur_1173P2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycobacterium_chubuense_NBB4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Mycobacterium_gilvum_PYR_GCK	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Mycobacterium_gilvum_Spyr1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Mycobacterium_KMS	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Mycobacterium_liflandii_128FXT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycobacterium_massiliense_GO_06	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mycobacterium_MOTT36Y	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mycobacterium_smegmatis_MC2_155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mycobacterium_tuberculosis_subs_Erdman_ATCC_35801	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycobacterium_tuberculosis_H37Rv	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycobacterium_tuberculosis	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Mycobacterium_vanbaalenii_PYR_1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Mycobacterium_VKM_Ac_1815D	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Myxococcus_fulvus_HW_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myxococcus_stipitatus_DSM_14675	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nakamurella_multipartita_DSM_44233	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Natranaerobius_thermophilus_JW_NM_WN_LF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natrialba_magadii_ATCC_43099	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Natrinema_J7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Natrinema_pellirubrum_DSM_15624	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronobacterium_gregoryi_SP2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronococcus_occultus_SP4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Neisseria_gonorrhoeae_FA_1090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_gonorrhoeae_NCCP11945	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_gonorrhoeae_TCDC_NG08107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_053442	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_8013	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_alpha14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_alpha710	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Neisseria_meningitidis_FAM18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_G2136	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_H44_76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_M01_240149	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_M01_240355	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_M04_240196	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_MC58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_NZ_05_33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_WUE_2594	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis_Z2491	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Niastella_koreensis_GR20_10	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0
Nitratifractor_salsuginis_DSM_16511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nitratiruptor_SB155_2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nitrobacter_hamburgensis_X14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nitrobacter_winogradskyi_Nb_255	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nitrosococcus_halophilus_Nc4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nitrosococcus_oceani_ATCC_19707	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Nitrosococcus_watsonii_C_113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nitrosomonas_europaea_ATCC_19718	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nitrosomonas_eutropha_C91	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Nitrosomonas_Is79A3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nocardia_brasiliensis_ATCC_700358	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Nocardia_cyriacigeorgica_GUH_2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nocardia_farcinica_IFM_10152	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nocardioides_JS614	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Nocardiopsis_alba_ATCC_BAA_2165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nocardiopsis_dassonvillei_DSM_43111	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Nostoc_PCC_7107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nostoc_punctiforme_PCC_73102	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oceanimonas_GK1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oceanithermus_profundus_DSM_14977	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Oceanobacillus_iheyensis_HTE831	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Octadecabacter_antarcticus_307	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Octadecabacter_arcticus_238	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oenococcus_oeni_PSU_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Oligotropha_carboxidovorans_OM4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Oligotropha_carboxidovorans_OM5	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Opitutus_terrae_PB90_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oscillatoria_acuminata_PCC_6304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oscillatoria_PCC_7112	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oscillibacter_valericigenes	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Paenibacillus_JDR_2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Paenibacillus_polymyxa_CR1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Paenibacillus_polymyxa_E681	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
Paenibacillus_polymyxa_M1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Paenibacillus_polymyxa_SC2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Paenibacillus_terrae_HPL_003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pantoea_ananatis_AJ13355	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Pantoea_ananatis_LMG_20103	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Pantoea_ananatis_PA13	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1
Pantoea_ananatis	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Pantoea_At_9b	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
Pantoea_vagans_C9_1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1
Parachlamydia_acanthamoebae_UV7	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Paracoccus_aminophilus_JCM_7686	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Parvibaculum_lavamentivorans_DS_1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Parvularcula_bermudensis_HTCC2503	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pasteurella_multocida_3480	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pasteurella_multocida_36950	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pasteurella_multocida_HN06	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pasteurella_multocida_Pm70	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_atrosepticum_SCRI1043	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pectobacterium_carotovorum_PC1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pectobacterium_carotovorum_PCC21	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pectobacterium_SCC3193	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pectobacterium_wasabiae_WPP163	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pedobacter_heparinus_DSM_2366	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Pedobacter_saltans_DSM_12145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pelobacter_carbinolicus_DSM_2380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pelobacter_propionicus_DSM_2379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pelodictyon_phaeoclathratiforme_BU_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Persicivirga_dokdonensis_DSW_6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Petrotoga_mobilis_SJ95	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Phaeobacter_gallaeciensis_2_10	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
Phaeobacter_gallaeciensis_DSM_17395	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Phaeobacter_gallaeciensis_DSM_26640	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Phenylobacterium_zucineum_HLK1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Photobacterium_profundum_SS9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photorhabdus_asymbiotica_ATCC_43949	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Photorhabdus_luminescens_subs_laumondii_TTO1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Phycisphaera_mikurensis_NBRC_102666	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Picrophilus_torridus_DSM_9790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planctomyces_brasiliensis_DSM_5305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Polaribacter_MED152	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Polaromonas_JS666	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Polaromonas_naphthalenivorans_CJ2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Polymorphum_gilvum_SL003B_26A1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Polynucleobacter_necessarius_subs_asymbioticus_QLW_P1DMWA_1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Polynucleobacter_necessarius_STIR1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_AS9601	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_CCMP1375	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_MIT_9211	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Prochlorococcus_marinus_MIT_9301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_MIT_9303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_MIT_9313	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_MIT_9515	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_NATL1A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus_marinus_subs_pastoris_CCMP1986	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prosthecochloris_aestuarii_DSM_271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Proteus_mirabilis_BB2000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudanabaena_PCC_7367	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pseudoalteromonas_atlantica_T6c	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Pseudoalteromonas_haloplanktis_TAC125	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas_SM9913	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
Pseudomonas_aeruginosa_LES431	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa_MTB	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa_PA1R	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa_PA1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa_RP73	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_aeruginosa_SCV20265	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pseudomonas_denitrificans_ATCC_13867	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_entomophila_L48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_fluorescens_CHA0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_fluorescens_Pf0_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_fulva_12_X	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Pseudomonas_mendocina_NK_01	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_mendocina_ymp	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Pseudomonas_resinovorans_NBRC_106553	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_syringae_B728a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_syringae_subs_phaseolicola_1448A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_syringae_subs_tomato_DC3000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudomonas_TKP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pseudonocardia_dioxanivorans_CB1190	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
Pseudovibrio_FO_BEG1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas_spadix_BD_a59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas_suwonensis_11_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Psychrobacter_cryohalolentis_K5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter_G	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Psychrobacter_PRwf_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychroflexus_torquis_ATCC_700755	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Psychromonas_ingrahamii_37	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Pyrobaculum_arsenaticum_DSM_13514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrobaculum_neutrophilum_V24Sta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pyrobaculum_oguniense_TE7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_Y9602	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Ralstonia_eutropha_JMP134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_CFBP2957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_CMR15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_FQY_4_f	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_GMI1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_Po82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum_PSI07	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_solanacearum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Renibacterium_salmoninarum_ATCC_33209	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Rhizobium_etli_bv_mimosae_Mim1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rhizobium_etli_CFN_42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rhizobium_etli_CIAT_652	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rhizobium_leguminosarum_subs_bv_trifolii_WSM1325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rhizobium_leguminosarum_subs_bv_trifolii_WSM2304	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rhizobium_leguminosarum_subs_bv_viciae_3841	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Rhodanobacter_2APBS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodobacter_capsulatus_SB_1003	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
