GeneID	GeneName	log2FC	PValue	
HGNC:9761	RAB11B	0.583615652	0.096183446	
HGNC:30163	PRMT3	1.115405499	0.029373884	
 	GP1BA	-0.200607964	0.741825124	
HGNC:20314	PRPF39	0.040097729	0.896990346	
HGNC:21557	PPIL6	0.420515899	0.383623425	
HGNC:13144	ZNF74	1.144656475	0.015583649	
HGNC:28532	KIAA0825	0.082790155	0.878043837	
HGNC:28438	UBALD2	1.421046351	0.035794427	
 	CDNF	-0.331507756	0.544298226	
HGNC:27106	NOTUM	5.942442096	0.004208269	
HGNC:31952	KLHL33	-5.52281487	4.52E-05	
HGNC:9897	RBM11	2.717339878	0.000991999	
 	GALNT17	-4.16310834	0.000316733	
 	CD24P4	1.89485478	0.095301273	
HGNC:28365	ZBTB37	-0.60333956	0.235495655	
HGNC:44164	NUPR2	3.579318379	0.011528884	
HGNC:6012	IL3RA	-1.740208752	0.00131175	
HGNC:28902	SPPL2C	5.012126656	0.012444692	
 	CCDC137	1.596012534	0.009577492	
HGNC:10799	SFTPA2	4.117642147	0.027544179	
HGNC:32415	RGPD2	1.275901792	0.1707127	
 	ARL15	-1.395149061	0.033015785	
 	CDK10	0.708116284	0.157885987	
HGNC:26794	TMEM105	4.627102026	0.005354083	
HGNC:19383	SOCS1	-0.689234459	0.309142802	
HGNC:11653	TCN2	-2.450763605	9.99E-05	
 	GAS2L1	0.21651435	0.63664921	
 	ATP6V0A2	-0.053753131	0.846317361	
HGNC:8607	PRKN	-2.052357173	0.009780737	
HGNC:20127	TEDC1	1.864704966	0.00326772	
 	HS6ST3	5.500879868	0.006959109	
 	HGS	1.155694554	0.00450062	
HGNC:28279	TNFAIP8L1	0.163722615	0.675574794	
HGNC:9823	RAD51D	0.29518932	0.304509445	
HGNC:6873	MAPK11	-0.846347895	0.176634079	
HGNC:25105	SP140L	-1.017211413	0.126151573	
HGNC:14036	MRPL30	0.22188454	0.384494183	
HGNC:24728	TARSL2	-1.371115839	0.002298313	
HGNC:15513	SMYD3	2.598242468	0.000485932	
HGNC:24550	METTL7A	-3.135342781	2.44E-07	
 	IFNLR1	-0.080097406	0.936545365	
HGNC:10822	SH3BGR	0.477725419	0.333336183	
 	FAM174B	2.356463804	0.00310286	
HGNC:34495	ZSWIM9	0.951898082	0.022716495	
HGNC:21839	KPNA7	3.035051265	0.052292963	
HGNC:33744	TMEM179B	1.142251136	0.000524841	
 	GPRIN3	2.107440841	0.098127056	
HGNC:6444	KRT6B	0.98445862	0.6109177	
HGNC:26074	PARPBP	1.563024635	0.00783816	
HGNC:28423	STAC3	-0.534151534	0.447776337	
HGNC:10256	ROR1	-3.193728111	1.63E-05	
HGNC:32455	SDHAP1	0.378566404	0.554450409	
HGNC:7508	MUC1	3.998505933	0.016336005	
 	FAAP100	1.672870101	0.000847202	
HGNC:6122	IRF7	2.196343336	2.10E-05	
HGNC:15905	L3MBTL1	-0.598398613	0.277040755	
 	BRCC3	0.803648403	0.009207575	
HGNC:16874	SV2B	-4.520058091	8.06E-05	
 	FAM131C	2.196387475	0.079723997	
HGNC:28561	LMNTD2	3.154481726	0.000346905	
HGNC:8789	PDE6G	-0.627581059	0.357100334	
HGNC:9414	PRKG1	-1.272085547	0.038183716	
HGNC:7976	NR2F2	-1.357444961	0.032567444	
 	DLK1	-6.585366109	0.00254262	
HGNC:33522	TLCD2	-2.531927161	0.000176418	
HGNC:6705	LSAMP	-1.525387195	0.139841158	
 	AHNAK2	-1.874483999	0.038366844	
HGNC:27270	OLFML2A	-2.314838391	0.001057334	
HGNC:11205	SP1	-0.552734084	0.062410823	
HGNC:28676	SPATA8	-6.669609489	0.017198242	
HGNC:24362	WASH3P	0.844992048	0.075265769	
 	ACTBP7	0.233647109	0.713707718	
HGNC:14491	MRPL40	0.891986264	0.038937638	
 	DBX2	-5.009299836	0.000136654	
HGNC:32480	FAM212A	-1.000105888	0.073718281	
HGNC:14180	PDIA2	1.211895252	0.124101009	
HGNC:10066	PCGF3	0.561041999	0.023918837	
HGNC:15991	LMLN	0.800321182	0.028003702	
HGNC:8548	P4HB	1.600988377	0.000817318	
HGNC:9558	PSMD13	1.012419276	0.008043743	
HGNC:8632	PBX1	0.408531235	0.490867667	
HGNC:29836	NDUFA4L2	-0.775267514	0.163214311	
HGNC:16743	SHC4	-0.751788889	0.314650552	
HGNC:28930	KRT79	0.975791256	0.527445867	
HGNC:1107	ZFP36L1	-0.791378665	0.253571833	
HGNC:12488	UBE2L3	0.36916853	0.13174683	
HGNC:8023	NTF3	-1.453440754	0.075981804	
 	BRWD1	0.089651946	0.802071068	
HGNC:10880	PMEL	0.677792218	0.395198279	
HGNC:11496	SYN3	2.109537317	0.097981386	
HGNC:9214	POU3F1	-0.771839593	0.315194402	
HGNC:18411	SNAI3	-0.652329109	0.295103749	
HGNC:22918	ZBTB3	0.116094943	0.753857072	
 	EP400P1	0.999778211	0.043874803	
HGNC:9336	PRAME	6.918074555	0.006728186	
 	C6orf201	-2.86040894	0.003983778	
HGNC:7547	MYBL1	1.050900316	0.161148798	
HGNC:27087	MOSMO	0.031448355	0.93981002	
 	DRG1	0.306959685	0.256818798	
 	ANKFY1	-0.846013052	0.041045821	
HGNC:26465	YTHDF3	-0.089246904	0.863552188	
HGNC:25872	ZNF696	1.013803087	0.008907582	
 	ADARB2	1.63956481	0.181032871	
HGNC:7999	NRG3	4.180900322	0.059884773	
HGNC:11295	SRL	-3.586578064	1.90E-05	
 	C11orf87	-4.850840107	0.001050182	
 	IFIT1	-0.143710651	0.819556295	
 	CXorf38	0.130712083	0.629899046	
HGNC:6299	KCNQ5	1.363345585	0.28025576	
 	ADAMTSL5	0.620943991	0.513975018	
HGNC:30083	KCNIP4	-0.424407431	0.414473835	
HGNC:16989	MORF4L1	-0.987427214	0.008092033	
HGNC:28786	WDR53	0.792431068	0.094167443	
 	DMWD	0.515247959	0.059832702	
HGNC:30224	SLC52A2	2.186165763	5.79E-05	
HGNC:3046	PIGP	0.198686622	0.654578527	
HGNC:13176	IKZF1	-1.446387837	0.047522538	
HGNC:8756	PCYT2	1.314873022	0.054349997	
HGNC:26742	NAT8L	-2.771286107	0.010134549	
 	BCAP31	0.484517694	0.112008281	
 	ARL17A	0.343346504	0.472580412	
HGNC:16587	RPL12P4	0.545590294	0.39083247	
 	HDHD5-AS1	-0.017514213	0.982373517	
 	GNB1L	1.212268096	0.027007359	
 	DNAH14	3.037119172	0.002153244	
 	CCDC190	1.677838938	0.35639614	
 	EVI2B	-2.277199674	0.000729258	
HGNC:34059	TMEM210	3.951788672	0.003888419	
HGNC:41985	NPIPB4	0.465559693	0.431426697	
HGNC:34032	ZNF829	0.416284686	0.223687823	
HGNC:26160	THNSL1	0.68539589	0.053108103	
HGNC:17857	TRIM69	-0.646088586	0.069939122	
 	ATP6V0C	1.724906779	0.002385484	
 	IFITM1	-0.002139358	0.995884819	
HGNC:6499	LAMP1	-0.043137285	0.905091993	
 	FFAR3	-3.339387179	0.009722218	
HGNC:26267	POMK	-0.330858668	0.677571062	
HGNC:28269	LINC00839	0.651988091	0.552282816	
 	C16orf54	-3.403193678	7.70E-05	
HGNC:28557	KLHDC8B	-1.066377269	0.003790019	
HGNC:1258	SETD4	0.429229412	0.192952864	
HGNC:9585	PTCH1	-1.850421103	0.009035512	
HGNC:21329	RTN4RL1	1.067623835	0.072800423	
HGNC:18666	RNPC3	-1.509849234	0.000933645	
HGNC:13060	ZNF267	0.53213611	0.241392651	
HGNC:6126	IRS2	-0.843319292	0.255906494	
 	C7orf61	3.293783979	0.016665206	
 	FAM186A	0.051128667	0.932722111	
 	BICD2	-1.063362665	0.001663873	
 	CCIN	-1.845307893	0.021250104	
HGNC:18308	TMLHE	-0.821055398	0.030999407	
HGNC:13449	SLITRK2	-2.508408595	0.003726691	
HGNC:18781	SDHAP3	0.623661892	0.303207713	
HGNC:20331	RASA3	-2.959156915	2.72E-06	
HGNC:28637	LRCH3	-0.713789273	0.02169006	
HGNC:18725	LEMD1	-1.48883748	0.325631031	
HGNC:17194	NDUFA13	1.586399694	0.001673864	
HGNC:25919	ZNF566	-0.419715875	0.180141758	
HGNC:29328	ZNF529	0.237191142	0.448745504	
HGNC:13078	ZNF284	0.78933392	0.110333034	
 	DLEU7	-0.949892366	0.100880265	
HGNC:11557	TAL2	2.436280359	0.114189931	
HGNC:40364	MATN1-AS1	1.263107494	0.041068507	
 	AIDA	-1.015797344	0.03587592	
 	C15orf41	-0.209739679	0.637599181	
 	CD300LF	-0.381686747	0.567499058	
HGNC:6442	KRT5	-1.461614528	0.443299643	
HGNC:31988	NBPF6	4.696719387	0.001286861	
 	GSAP	0.356085205	0.493162075	
 	AGBL4	0.688441727	0.271950323	
 	CYP2R1	0.821063886	0.088828574	
HGNC:35155	LRRC70	-2.727172787	0.001894556	
 	ANKRD46	-0.032942677	0.940012334	
HGNC:8996	PIP5K1C	0.341122602	0.267252887	
HGNC:29589	TEX38	0.018529391	0.981464798	
HGNC:16764	ZBTB6	-0.424930881	0.291043718	
 	C2orf76	0.473235681	0.352033643	
HGNC:30076	POLR3C	0.230559961	0.400956348	
HGNC:32309	UBL4B	-2.79489007	0.001218958	
HGNC:12799	WWOX	0.305446493	0.615957087	
 	CYP4Z1	-0.143087152	0.913023133	
 	CIDECP	0.500764829	0.220031866	
 	CCDC84	0.461446623	0.349726723	
 	BCL9L	-0.138177631	0.818157852	
HGNC:20422	POLR1D	0.474890471	0.110818497	
HGNC:27102	KIF18B	3.470596157	0.002130499	
HGNC:18452	ZNRF1	0.359684943	0.47654463	
 	FFAR4	-2.333525642	0.047593725	
HGNC:28055	SAPCD2	5.008177452	0.002088031	
 	EDARADD	1.65917275	0.201804727	
HGNC:29956	SLC51B	-3.101806315	0.000265156	
 	CYP4F12	-5.076286813	6.68E-05	
HGNC:26189	Mar-01	-4.08381109	5.28E-05	
HGNC:32958	SOWAHB	2.471840488	0.095531092	
 	BLOC1S4	1.115643532	0.007197665	
HGNC:32783	ZNF749	0.630486973	0.205276074	
HGNC:21221	KLHL32	-0.749637683	0.29721971	
HGNC:29819	MKL2	-0.598921094	0.226576032	
 	BTLA	-2.705558213	0.010804615	
HGNC:12958	ZNF17	-0.17791643	0.609755041	
HGNC:25498	KDM4D	-0.154860834	0.717460662	
 	GPAT2	0.51433535	0.652504489	
HGNC:11997	TOR3A	1.241543306	0.002361654	
 	GABRA5	9.206222343	0.02520533	
HGNC:9283	PPP1CC	0.056959634	0.826364495	
HGNC:28382	ZNF555	-0.48958312	0.164035889	
HGNC:7383	MST1P2	0.402002912	0.54768443	
HGNC:7639	NAP1L3	-1.760848924	0.013881469	
 	CA5BP1	0.651182578	0.082830332	
HGNC:28306	PRELID2	0.219562347	0.639727406	
 	BACE1	-1.002079454	0.038515444	
HGNC:30304	RGS9BP	1.586666888	0.080449214	
HGNC:18762	SLC36A2	-5.790950714	0.002192004	
HGNC:11786	THBS2	-0.877290106	0.036824305	
HGNC:10477	RXRA	-1.107309519	0.020426973	
 	ANKRD37	1.277332178	0.097182315	
 	C9orf47	0.535461309	0.470579723	
HGNC:26618	NUDT17	1.073332342	0.033214887	
HGNC:13145	ZNF75D	-0.492372649	0.292524996	
 	CYP4X1	1.176082677	0.264380577	
HGNC:6413	KRT10	0.878797961	0.065696233	
 	GOLGA8R	-1.359557141	0.067131678	
 	CD300E	-1.610887708	0.026211136	
 	CCDC30	0.76129128	0.069950808	
HGNC:19374	NKRF	1.044500475	0.012083274	
 	GLDN	-4.181196619	0.000952884	
 	FCAR	-3.655558817	0.000365867	
HGNC:6397	KPNA4	-0.239052566	0.402092063	
HGNC:12261	TRDN	-7.88359359	5.60E-05	
HGNC:23717	ZNF501	-1.199585867	0.019843751	
HGNC:12988	ZNF197	0.158725347	0.625447531	
HGNC:23221	SPATA12	1.560099431	0.090252304	
 	FAM228A	-5.461194946	5.88E-05	
 	DEFB132	-4.459135909	0.011009255	
HGNC:7638	NAP1L2	-0.13537747	0.913404994	
 	AQP7P1	-8.782309759	3.38E-05	
HGNC:10410	RPS23	-0.120844245	0.673066536	
 	GNG2	-4.327079073	2.65E-07	
 	BTN3A2	-0.288346417	0.56975431	
HGNC:13406	PCLO	0.550915955	0.34626247	
HGNC:6360	KLK12	2.860475398	0.060037263	
HGNC:23271	RGS7BP	-4.212978806	0.011353865	
HGNC:6083	INSIG1	0.099771506	0.770345024	
 	ANKRD20A5P	1.873767423	0.116157899	
 	C5orf38	-0.052048093	0.943379791	
HGNC:18824	ZNF396	0.88607713	0.12499786	
HGNC:25363	TMEM222	0.538866377	0.099740067	
 	CLCNKA	0.161484582	0.858553888	
 	ARHGAP30	-1.843306306	0.001787275	
HGNC:14349	Sep-10	-1.087184342	0.031432123	
 	FAM86B1	1.142154202	0.046783947	
 	CYP4F8	0.496125155	0.710344544	
 	CYP4F3	1.343463375	0.420156059	
HGNC:21067	SMYD4	-1.291920738	0.000612099	
 	FOXD2	1.141624662	0.116487669	
 	GPATCH8	-0.160269221	0.68623218	
 	CEACAM19	0.534761419	0.378730842	
HGNC:7773	NF2	0.596271207	0.12018322	
HGNC:1340	SMIM29	2.03952994	0.002314127	
HGNC:30510	SPATC1	0.525618296	0.53289017	
HGNC:12484	UBE2H	-0.34280047	0.17487832	
HGNC:28219	MIR22HG	-2.472032025	0.000229395	
 	HPDL	3.776133108	0.01635614	
HGNC:19842	KTN1-AS1	0.415709938	0.461923292	
HGNC:6216	KATNA1	-0.594957063	0.096400194	
 	FSD2	-1.551721514	0.137839084	
 	ARAP1	-0.66109541	0.101689455	
HGNC:19916	KIF24	1.844939587	0.007207148	
HGNC:8777	PDE2A	-4.872092375	2.36E-06	
 	CARMIL3	4.605166214	0.005804039	
HGNC:9362	PRG2	0.861907084	0.470528731	
HGNC:31682	PRR5	-0.018900309	0.96689063	
HGNC:14983	ZFP91	-0.749561226	0.022775932	
 	C17orf58	0.055982199	0.916668454	
 	BCDIN3D	0.979708377	0.0251516	
HGNC:24935	MAGEE2	-3.472770534	0.003769705	
 	EEF1GP1	-0.515941688	0.689191151	
 	CYP27C1	-4.473655952	5.49E-05	
HGNC:28072	LYRM7	-1.021245188	0.013299363	
 	DTX2P1	0.487259709	0.490145551	
 	CFAP73	0.55530499	0.425939945	
 	CCDC73	1.729191083	0.02561449	
HGNC:7390	MST1L	-0.911521509	0.310721417	
 	BCR	0.130762545	0.622883548	
HGNC:1306	MPPED1	1.335529066	0.401064399	
 	FSCN2	3.515026267	0.004182829	
 	FOXI2	1.272184878	0.361298764	
HGNC:27040	SPIN4	0.309283932	0.527844294	
HGNC:37138	ZNF732	2.087416226	0.027634864	
HGNC:33147	SPIN2B	0.292412802	0.55942886	
 	HYAL3	1.833290869	0.002201511	
HGNC:27111	VSIG10L	0.461355372	0.461299237	
 	CXCR3	0.223311641	0.8097399	
HGNC:18818	ZNF397	-0.692689114	0.027122252	
HGNC:33517	ZSCAN30	-0.351589317	0.245546072	
HGNC:18182	TPCN1	-1.094606038	0.006341907	
HGNC:6608	LILRB4	-1.639657718	0.0264247	
HGNC:11918	TNFRSF4	0.744229928	0.305430552	
HGNC:6423	KRT16	1.42772276	0.412385517	
 	HEXIM1	0.674334299	0.101254359	
HGNC:6416	KRT14	-3.063356753	0.138386757	
HGNC:27013	TRABD2A	-4.117469419	7.20E-05	
HGNC:26257	PDZD7	1.870703561	0.041242262	
HGNC:14683	POFUT2	0.091257414	0.765038131	
HGNC:6893	MAPT	0.809672278	0.474296081	
 	ERCC6L	2.515887937	0.004971863	
HGNC:26623	TMEM17	-0.296679528	0.541669747	
HGNC:11914	TNFRSF18	4.273138127	0.004288311	
 	FGF3	8.854114127	0.007294796	
 	C1QL4	-0.685837235	0.641311227	
HGNC:23053	RTN4RL2	2.089227373	0.004678114	
HGNC:18412	ZDHHC17	-0.940762488	0.014634261	
HGNC:19193	SERPINA11	4.121557338	0.042597097	
HGNC:18737	ZNF395	-0.329721671	0.344114109	
HGNC:29504	ZACN	1.679957244	0.028766647	
 	CHCHD2P9	1.732347728	0.056095499	
HGNC:9232	PPARA	-2.360548256	0.001367256	
HGNC:37270	TMEM232	-0.239710235	0.702180723	
HGNC:18926	KRTAP13-4	-6.282146969	0.000472423	
 	FAM183A	3.243991626	0.024007122	
 	EFCAB6	0.629584631	0.225921023	
HGNC:24796	KANK3	-2.467139804	0.001279012	
 	EMID1	3.054367246	0.001209713	
HGNC:10009	RHD	-2.055782084	0.10866136	
 	C17orf82	1.15394596	0.152063277	
 	ESPN	3.923932336	0.008536437	
HGNC:27039	PTRH1	0.463976599	0.473749954	
 	GPR141	-0.798930563	0.417129584	
HGNC:16517	TMPRSS6	6.171350846	0.006161524	
 	CYP4A11	-1.000648422	0.189492711	
HGNC:25018	TMEM216	0.303233643	0.431454874	
HGNC:28749	RPS19BP1	1.283481054	0.007631064	
HGNC:27954	TMPRSS11A	1.195311011	0.506859227	
HGNC:49389	TMEM262	0.924842336	0.138240265	
 	C3orf70	-2.570884135	0.001120801	
HGNC:11714	TEAD1	-2.86416047	2.48E-05	
HGNC:9060	PLCD1	-0.50174314	0.200521041	
 	ENTPD5	1.89530842	0.011127867	
HGNC:7105	MITF	-3.335771769	9.78E-06	
 	HEATR4	-0.031258895	0.962688757	
HGNC:7637	NAP1L1	-0.116832595	0.632263832	
HGNC:16309	LILRA5	-2.83889704	0.000424219	
 	CMC1	1.238804861	0.011494736	
HGNC:11085	SLIT1	4.715535523	0.010715321	
HGNC:28751	LYPD6	0.385540575	0.720943799	
 	AKR1C1	-2.79757813	0.093740179	
 	FOXD3	2.556287408	0.064222	
HGNC:25552	RNF220	0.421368844	0.203571365	
 	ANGPTL5	-6.740212825	5.16E-05	
HGNC:29319	SHTN1	1.152860972	0.01381285	
HGNC:28671	ZNF546	-0.709960582	0.048496512	
HGNC:21559	TSPYL4	0.246753543	0.665572955	
HGNC:7405	MT1X	-2.366548773	0.000340974	
 	GCNT1	1.357911298	0.159314988	
HGNC:18379	SESTD1	-1.437897149	0.007528988	
 	FNBP1	-1.432272437	0.002660214	
 	DYNC2H1	0.277284125	0.717924528	
 	BCAM	1.883694805	0.004792691	
HGNC:24765	RSBN1L	0.7711182	0.011012345	
HGNC:28020	WDR86	-3.328551816	6.96E-05	
 	EPOR	-0.009502875	0.983665986	
 	CIDEC	-10.02028602	5.50E-05	
 	DCC	-0.911233542	0.416016264	
HGNC:17306	TAF9B	0.169488834	0.633884776	
HGNC:8684	PCDHB13	-1.512993751	0.044187979	
HGNC:18957	MAGI2	0.027879126	0.973171016	
HGNC:23206	LUZP2	-1.880074142	0.144446151	
 	CHP1	-0.778705678	0.154727789	
 	FPR3	-2.800628003	0.000238513	
 	C11orf96	-2.477996441	0.004422932	
HGNC:6257	KCNJ11	2.662832053	0.006674233	
 	CDHR4	2.940693884	0.095294196	
 	COL4A1	-1.441304697	0.041055145	
 	GJA4	-2.335438062	0.001652671	
HGNC:9623	PTMA	1.428488615	0.004753165	
 	HSPA14	0.630783526	0.026578622	
 	ATP13A5	0.315453282	0.859970673	
HGNC:14935	SIRT7	1.793673744	0.000701788	
HGNC:50618	PRR13P5	0.83682849	0.127890636	
 	IFT140	1.096697145	0.002441595	
 	AGMO	-4.961853505	9.08E-05	
HGNC:11851	TLR5	-0.267544003	0.623039968	
HGNC:12630	USP7	0.454965219	0.111994237	
HGNC:22048	NANOS3	2.192514372	0.037982661	
HGNC:21576	NHLRC1	1.484986896	0.017832538	
HGNC:25284	PLEKHN1	2.830410761	0.011977001	
HGNC:33722	ZNF385C	1.516105568	0.039142798	
HGNC:24092	MAGEH1	-0.566366864	0.210556284	
HGNC:28313	TET3	0.523363344	0.249688344	
HGNC:13501	ZNF286A	0.234410713	0.54485816	
HGNC:4053	ISG15	3.407497925	0.001046072	
 	EXD3	0.662787114	0.09799239	
 	C17orf97	2.053871246	0.008010002	
HGNC:13854	ZKSCAN4	-0.032593512	0.932657617	
 	DHRS4L2	0.439628652	0.247178072	
HGNC:28706	SAMD11	-0.489908613	0.456425354	
HGNC:28208	PERM1	3.904227663	0.007460468	
HGNC:33803	VMAC	0.411529052	0.256704338	
HGNC:11885	TMSB4XP8	-2.528292714	0.000914951	
 	ERC2	1.395501046	0.154713438	
 	B3GLCT	-0.303117042	0.544776887	
HGNC:15533	SPRY4	-1.0529611	0.030417172	
HGNC:48886	KRT18P59	-0.37912998	0.638775378	
HGNC:18082	TRPV2	-1.990977414	0.000771629	
 	C2orf88	-2.885295774	0.003536545	
HGNC:28217	TMEM203	0.546619785	0.104120086	
HGNC:25731	KBTBD12	-2.306910711	0.02225306	
HGNC:25835	THSD4	1.739549316	0.090587639	
 	DNAJB13	-0.697454938	0.437528519	
 	GABRD	2.494824432	0.009612053	
HGNC:11612	TCEA1	0.781657306	0.152312831	
HGNC:25737	NHEJ1	-1.007257595	0.087860669	
 	FANCA	1.351611018	0.031872214	
HGNC:30972	SECISBP2	-0.020918719	0.954605094	
 	C9orf153	-0.506921239	0.429248611	
 	ADH1A	-9.843555406	1.24E-06	
HGNC:10732	SEMA4D	0.313647193	0.47475939	
 	FAM69C	-2.548544261	0.001920815	
 	DNAH17	-0.029477922	0.954759852	
HGNC:6960	MCRS1	0.449752916	0.106571591	
 	FANCM	-0.308828997	0.385444534	
 	FAM205C	-3.605248237	0.002253855	
HGNC:13140	ZNF70	-0.320463681	0.338601959	
 	CARD9	1.736314095	0.090788047	
HGNC:33631	PEAR1	-3.769537107	3.13E-05	
HGNC:28053	ZFP69B	1.197135247	0.056470429	
HGNC:32960	SOWAHD	0.201258557	0.726729612	
HGNC:24708	ZFP69	0.634775966	0.153991408	
HGNC:33757	TMEM220	-2.838734243	0.000844975	
 	HIST1H1C	3.488918969	0.001215684	
HGNC:16495	PLSCR3	-0.193757765	0.764330312	
 	EIF4EBP1	1.172459854	0.07576656	
HGNC:15459	P2RX2	2.658631956	0.106252411	
 	CCDC157	2.500648289	0.000690784	
 	FAM122A	-1.014181228	0.013897143	
HGNC:33274	PALM3	4.621225468	0.010898851	
 	GFRAL	-4.956060833	0.000735973	
 	FYB2	2.784040789	0.0989162	
 	DMBT1	2.548713873	0.121248446	
 	CLEC17A	-2.401446184	0.06209369	
HGNC:20892	LCN10	-3.635631692	0.001326585	
HGNC:32071	LDLRAD2	-3.659148127	7.85E-05	
HGNC:23080	OVCH1	-6.27798379	2.81E-05	
 	ARHGAP11B	2.256011705	0.018847769	
 	HS6ST1P1	2.50685535	0.056490601	
HGNC:30061	PMS2CL	0.652494164	0.122128475	
 	CYHR1	1.52984155	0.000139864	
 	COL14A1	-3.754245989	3.68E-05	
 	DNER	-4.629037659	0.000210738	
 	CPSF4L	1.12082929	0.172803722	
HGNC:24023	KLHL17	1.678117841	0.003960164	
 	ANKRD19P	0.592028933	0.242451639	
HGNC:21193	ZSCAN23	-5.068271025	0.000516856	
HGNC:24795	RINL	1.077246782	0.056822724	
 	C17orf99	0.550048638	0.39028178	
HGNC:8378	OR7D2	0.29821182	0.793452024	
HGNC:24759	TPRG1	4.43909587	0.017345547	
HGNC:27647	SNHG28	0.078409537	0.887335874	
HGNC:30166	MORN2	2.185318178	0.007743651	
HGNC:17638	MEIS3P2	-0.154968405	0.861116029	
HGNC:10493	S100A3	-1.15894012	0.117336512	
HGNC:12509	UBQLN2	0.04521906	0.888191398	
HGNC:26814	RILPL1	0.346443594	0.333294006	
HGNC:23705	ZNF490	-0.705576877	0.167181362	
 	CLCN1	0.776772063	0.387772258	
HGNC:27619	NWD1	-0.550950785	0.575485195	
 	ARL4C	-0.950541754	0.123636855	
HGNC:21943	TMEM221	-0.669872726	0.242108933	
HGNC:28702	RAB42	-1.511409128	0.023451943	
HGNC:12787	WNT7B	4.759747902	0.006791038	
 	C11orf95	-1.571132603	0.000898859	
HGNC:30717	PRSS45	0.877385584	0.411831624	
 	GPR89B	1.750829883	0.003750318	
HGNC:29659	MESP2	1.567083213	0.125170756	
 	FAM25A	6.590535519	0.005447835	
 	EYS	-2.827554808	0.003598296	
 	C6orf132	1.459463105	0.006121269	
HGNC:6874	MAPK12	0.779493038	0.243455856	
HGNC:33816	TMEM215	6.420627044	0.003606059	
HGNC:23449	NUTM2G	0.141839662	0.865952881	
 	COL4A5	1.306811389	0.066516191	
 	AGRN	1.805928071	0.010346626	
HGNC:7820	NHS	-1.26254214	0.077408779	
HGNC:33865	TMPPE	0.198095334	0.637318195	
HGNC:30461	ZNF626	0.394756533	0.28026357	
 	HEPACAM2	2.826625282	0.207587608	
HGNC:24764	SMTNL2	-0.991888969	0.230812167	
HGNC:24762	ZC3H6	-0.667308713	0.126362056	
HGNC:28019	LINC00265	0.744422476	0.351051436	
HGNC:33772	LAMTOR4	1.157985073	0.004707122	
HGNC:9390	PRKAR1B	0.243135227	0.629639135	
HGNC:23445	NUTM2B	0.921828557	0.244539982	
HGNC:42400	NCR3LG1	0.853410957	0.220359154	
 	DCUN1D3	-1.296362402	0.022538176	
HGNC:33115	ZNF793	1.023996805	0.064563633	
HGNC:20771	TUBB4B	1.186099671	0.00971116	
 	AGAP4	0.548844181	0.379209481	
 	COMMD6	-0.356214282	0.347356145	
HGNC:9031	PLA2G2A	-6.427684907	0.000633806	
 	IL17REL	4.880874316	0.003263646	
 	HYKK	-0.854874318	0.117298911	
HGNC:8368	OR7A5	-0.5679415	0.68253173	
 	C15orf62	-0.43985094	0.426693015	
HGNC:24804	RUFY4	3.721265545	0.005438301	
HGNC:18609	ZNF383	-0.615256724	0.083429708	
 	HES4	1.910230312	0.002349843	
 	IGFL1	3.473798823	0.053574772	
HGNC:25736	ZNF669	-0.222782976	0.558357674	
HGNC:24793	PEAK3	-1.669936911	0.031164871	
HGNC:34298	LRRIQ4	-0.193942151	0.839220716	
 	CENPP	0.353713657	0.379602676	
HGNC:9092	PLSCR1	-0.787622795	0.113975024	
 	C3orf62	-0.006102346	0.986647265	
 	ENO4	0.783807901	0.206891593	
HGNC:28197	ZNF559	-0.860254511	0.0744462	
HGNC:17699	SBK1	4.294363718	0.000560279	
HGNC:18044	SLC38A3	1.042961299	0.106778663	
 	GTF2F2	1.226438772	0.018163261	
 	FAM92A	-0.61553413	0.296524071	
 	FOCAD	-0.110569641	0.797974334	
HGNC:33728	PRR19	3.276316995	0.000175656	
HGNC:13189	ZP3	1.506983977	0.019883589	
 	H3F3C	-0.024916153	0.959818333	
HGNC:23523	JAKMIP3	2.498482044	0.006048767	
HGNC:8760	PDCD1	1.912371372	0.10394726	
HGNC:32315	TCTEX1D4	1.117152996	0.250895138	
 	IGHV1OR15-9	-3.906441885	0.039408671	
HGNC:10720	SELL	-1.085538237	0.217041071	
 	CHM	-0.783778801	0.091995749	
 	BLOC1S5	-0.249516493	0.499423565	
 	CERKL	-0.45878462	0.384288971	
 	ACTBP11	-0.468489261	0.511836775	
 	IER5L	0.976269197	0.077687672	
 	H2AFX	2.601815534	0.000784901	
HGNC:33116	INSC	2.016303074	0.135208358	
HGNC:8723	SERPINA5	1.568387863	0.129627749	
 	C19orf54	0.616016535	0.082065266	
HGNC:15583	LCTL	0.946885542	0.152526682	
HGNC:33739	NCCRP1	5.051510927	0.019419427	
HGNC:16313	KRTDAP	2.002460912	0.23536874	
 	C22orf34	-1.61243925	0.012753538	
 	COL25A1	-5.346165582	0.000306877	
 	FAM83G	1.782017206	0.000544345	
 	CFAP77	2.291803373	0.185302735	
HGNC:16713	SRSF10	0.121128974	0.620105828	
 	HBA2	-5.745990301	0.000993698	
 	DUSP28	0.931124177	0.030130697	
 	CCDC9B	-0.183525771	0.828469445	
HGNC:6746	NBR1	0.093367602	0.838762772	
HGNC:16207	RALGAPA2	-1.943906558	7.20E-05	
HGNC:29838	NDOR1	1.14358016	0.014812576	
 	FBLL1	5.293243326	0.000927707	
